event_url,event_title,event_image,event_description,event_time,event_category,event_location,event_organization
https://www.eventbrite.co.uk/e/sign-5-coaching-clients-in-30-days-without-being-salesy-online-free-event-tickets-68169886967,Sign 5 Coaching Clients In 30 Days Without Being Salesy (Online FREE Event),https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F67732265%2F241971725886%2F1%2Foriginal.20190805-171336?w=1000&auto=compress&rect=0%2C0%2C2160%2C1080&s=34b00b52ee265704add626f074582b55,"During this FREE event you will discover..How to consistently attract and enroll your dream clients so you can focus on serving them at the highest level (without being an “online marketer” or tech wiz)How to skyrocket the sales of your coaching offer even if you�ve never sold anything before or feel awkward or pushyHow to intentionally craft an irresistible coaching offer that sells itself (get this right and 90% of your work is done for you)How to conquer your fear of rejection by radically shifting your mindset from “sleazy selling” to “sincerely serving”*This Is A FREE Online Event.  There Are No Costs, But Seats Are Limited**You will receive an email with a zoom link after your registration confirmation***Copy and paste this ZOOM link to your calendar to join webinar live https://zoom.us/j/2196428542 This is IDEAL for you if...You are a coach, consultant or sell professional servicesYou have launched or about to launch your own businessYou sell or want to sell high ticket offers of £1000 upwardsYou want to build a profitable business with a minimum of £100,000 in the next 12 monthsThis is NOT for you if...You sell products not servicesYou work full time and are not launching or have launched your own business","Tue, 27 August 2019, 13:00 – 14:00 CDT, ",Madison Classes,"Tue, 27 August 2019 , 13:00 – 14:00 CDT , ", Marie Rodgers
https://www.eventbrite.com/e/legislative-issues-impacting-development-tickets-66902803085,Legislative Issues Impacting Development,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F66848333%2F183474552106%2F1%2Foriginal.20190729-155401?w=1000&auto=compress&rect=0%2C111%2C1200%2C600&s=0d66bf2c97e20a14f0167d9709df422f,"Please join Smart Growth for our next speaker event on August 21 where Tom Larson will speak to us about key legislative issues impacting our industry.  Mr. Larson, the Senior Vice President of Legal and Public Affairs at the Wisconsin Realtors Association, will be speaking about:This event will be highly informative with a Q&A session followed by networking.  I look forward to seeing you August 21 at 4:30pm.","Wed, August 21, 2019, 4:30 PM – 7:00 PM CDT, ",Madison Networking,"The Madison Club , 5 East Wilson Street , Madison, WI 53703 , ", Matt Brink - Executive Director
https://www.eventbrite.com/e/change-management-classroom-training-in-madison-wi-tickets-68148962381,"Change Management Classroom Training in Madison, WI",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F67710475%2F312537844009%2F1%2Foriginal.20190805-195858?w=1000&auto=compress&rect=0%2C76%2C1280%2C640&s=6811f3d5a59306240e6a9492744c529b," Welcome to Vistaedutech! We thank you for visiting Vistaedutech Change Management training page. Overview:Change is often frustrating and may often fall out of the paradigm of strategies that you may have developed in your management career. But change is necessary and you as a change manager will be expected to lead from the front. We therefore bring you a practical one day course that focuses on all levels of change impact and prepares you to face them according to new age best practices and techniques.  By the end of this workshop you will get the confidence needed to manage change as an individual manager, and help yourself and your organization through these uncertain economic times.The ability to effectively lead organisational change is a competitive differentiator. Those that implement change better, faster and smarter will ensure better outcomes.  On successful completion of the course, you will receive a Course Completion Certificate from Vistaedutech.   What you will learn: Become better managers and business leaders by achieving optimal personal and business performanceCombine information, learn about implementing change management, its tools and industry best practice, facilitated by an experienced change leader. Develop, apply and embed the knowledge and skills acquired by this program to your organization    Course Agenda  			 Transition and embed a change initiative  Why VistaEdutech ?VistaEdutech's training is the best and value for time & money invested. We stand out because our customersTraining Fee: $ 699Standard Fee: Booking within 30 days of training but 10 days prior to the start date.Early Bird: Booking at least one month prior to the class start dateSuper Early Bird: Booking 3 months prior to the class start date. Training Venue:Venue will be confirmed to the classroom participants one week prior to the workshop start date and online participants will get the session attendance link before 4- 5 days of the training start date.Standard Fee: Booking within 30 days of training but 10 days prior to the start date.For more details please contact us at +1 (302) 232-5303 or e-mail info@vistaedutech.com*We also provide the Corporate training at any remote location, if you have groupParticipants. It can be conducted at your company premises on your preferred dates. *To know more about the discount and money back, Contact us on chat, email or phone.  ","Fri, August 23, 2019, 9:00 AM – 5:00 PM CDT, ",Madison Classes,"Business Centre /Meeting Room , Madison, WI, WI 44901 , ", VistaEdutech
https://www.eventbrite.com/e/badger-state-polo-cup-tickets-68098974867,Badger State Polo Cup,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F67671361%2F185291137812%2F1%2Foriginal.20190806-040819?w=1000&auto=compress&rect=0%2C0%2C488%2C244&s=5ebed1b558d7283d1eb077f1cb7d7027,"Please join us for this year's 4th annual Badger State Polo Cup! It will be an exciting day filled with polo, silent auction tables, educational stations, cash bars, and all around good times!We have the following reservation options:$60 for VIP$15 general admissionPlace your reservation today: http://poloclubuw.weebly.com/benefit.htmlThis year's venue will be the Alliant Energy Center and all proceeds will go to benefiting the Wisconsin Large Animal Emergency Response (WLAER) and Polo Club of UW-Madison. Both are 501c(3) organizations with a focus in promoting equine welfare and involvement in the Madison area.*Children under 5 are free to general admission*While you're here, learn more about the Polo Club of UW Madison by liking us here: https://www.facebook.com/events/433163484080673/","Sat, August 17, 2019, 11:00 AM – 3:30 PM CDT, ",Monona Games,"Alliant Energy Center , 1919 Alliant Energy Center Way , Pavilion One , Madison, WI 53713 , ", Polo Club - UW Madison
https://www.eventbrite.com/e/fitness-intro-to-pilates-with-pilates-central-registration-68136115957,FITNESS:  Intro to Pilates with Pilates Central,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F67704673%2F144875589570%2F1%2Foriginal.20190311-194520?w=1000&auto=compress&rect=0%2C0%2C2160%2C1080&s=f6617fe72cbf04c28ce0ab37e67788f9,"Pilates Newbie? Pilates Central will be here to show you the ropes! They�ll kick things off with stretching and show you the fundamental exercises that emphasize centering, concentration and control. Plus they�ll teach you the principles of breathing, body positioning and efficient movement. Be sure to bring a water bottle, workout shoes and appropriate clothing to help you move comfortably — we�ll provide the rest. ","Mon, October 28, 2019, 12:00 PM – 1:00 PM CDT, ",Madison Classes,"DreamBank - American Family Insurance , 821 East Washington Avenue , Madison, WI 53703 , ", DreamBank at Spark
https://www.eventbrite.com/e/family-morning-play-date-registration-68197286921,FAMILY: Morning Play Date,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F67770903%2F144875589570%2F1%2Foriginal.20190806-201814?w=1000&auto=compress&rect=0%2C0%2C2160%2C1080&s=21795bc6753703e1abda0a6a0ab0df05,"Spend a morning meeting new friends at DreamBank! While the kids enjoy interactive story time and crafts, grown-ups can explore our exhibit and enjoy a cup of coffee in our inspiring space. Free snacks, fun and learning abound so bring your hungry bellies, listening ears and colorful imaginations! ","Thu, October 31, 2019, 10:00 AM – 11:00 AM CDT, ",Madison Parties,"DreamBank - American Family Insurance , 821 East Washington Avenue , Madison, WI 53703 , ", DreamBank at Spark
https://www.eventbrite.com/e/verona-fall-fest-tickets-67028665543,Verona Fall Fest,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F66973921%2F297318160807%2F1%2Foriginal.20190730-144732?w=1000&auto=compress&rect=0%2C60%2C1920%2C960&s=db4894f9f119192a416be79d691c73d5,"Live Acoustic MusicSpecial Artist's & Farmer's Market
Games and Crafts for the Kids
Bobbing for Apples (don't worry, it's hygenic!)
Food Trucks
Bonfire
Outdoor Movie Featuring Monster's UniversityDon't forget your coziest hoodie, gloves and a blanket and enjoy the crisp night air as you spend quality time with your family and the community!
","Fri, September 27, 2019, 4:00 PM – 10:00 PM CDT, ",Madison Festivals,"Hometown U.S.A Festival Park , 111 Lincoln St. , Verona, WI 53593 , ", Verona Area Chamber of Commerce
https://www.eventbrite.com/e/wine-dinner-with-former-packer-tony-moll-and-3-fat-guys-winery-tickets-65037017470,"
				Wine Dinner with former Packer Tony Moll and 3 Fat Guys Winery
			",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F65088994%2F288474250776%2F1%2Foriginal.20190709-150601?w=1000&auto=compress&rect=0%2C98%2C720%2C360&s=a745c418431a76515c4c688d533fe611,"""We are the dark horse of championship caliber wine. Very few wines reach the ability to develop an amazing aroma, be full of flavor in every sip, and have a finish making you desire more."" -Tony MollFounded by three former NFL players, Three Fat Guys winery has created some wines truly worth tasting. We will have a three course dinner catered by Rodeo Wagon and featuring Three Fat Guys Wines this evening. As a special guest we will have former Green Bay Packer and co-founder of Three Fat Guys Winery, Tony Moll with us in the store this evening to discuss the wines and their rich history. Join us for an evening filled with fun stories, delicious food, and amazing wines. Oh, and former Green Bay Packer Tony Moll.  Cost: $125 includes 4 course meal with wine pairings and the chance to meet Tony MollMenu:
The perfect gift for your Packers and Wine Enthusiasts alike!RSVP required to attend","Wed, August 21, 2019, 6:00 PM – 8:00 PM CDT, ",Madison Parties,"WineStyles Tasting Station - Sun Prairie , 2824 Prairie Lakes Drive , Suite 105 , Sun Prairie, WI 53590 , ",None
https://www.eventbrite.com/e/the-sunset-party-tickets-67785184311,The Sunset Party,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F67391219%2F322518164617%2F1%2Foriginal.20190802-172025?w=1000&auto=compress&rect=1%2C787%2C2624%2C1312&s=eaecb1a8471ece818471f14f6672556e,"A fun showcase of Madison's new and upcoming talent. With DJ's from ages 14 to 24, it's truly a vast celebration of young musicians in Wisconsin. 6 DJ's play for 30 minutes each showcasing their talents and creating a diverse party and event.","Thu, August 29, 2019, 7:00 PM – 10:00 PM CDT, ",Madison Music Events,"James Madison Park , 614 East Gorham Street , Madison, WI 53703 , ",None
https://www.eventbrite.com/e/fitness-box-your-way-to-better-health-with-canvas-club-registration-68135311551,FITNESS: Box Your Way to Better Health with Canvas Club,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F67703487%2F144875589570%2F1%2Foriginal.20190326-224115?w=1000&auto=compress&rect=0%2C0%2C2160%2C1080&s=ffe023455b7911e488663fc7244db9ed,"Get your heart pumping with an empowering workout at DreamBank! Join Melissa and Leo of Canvas Club Boxing and learn the basics of boxing technique, then transition to their signature upstart class where you�ll learn combos, work with pads and do speed and agility drills. Haven�t boxed before? No worries! This class is perfect for all levels. We�ll provide hand wraps and gloves, you just come ready to sweat.","Wed, October 16, 2019, 4:30 PM – 5:30 PM CDT, ",Madison Classes,"DreamBank - American Family Insurance , 821 East Washington Avenue , Madison, WI 53703 , ", DreamBank at Spark
https://www.eventbrite.com/e/fitness-lunchtime-yoga-registration-68131129041,FITNESS: Lunchtime Yoga,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F67699493%2F144875589570%2F1%2Foriginal.20190524-142718?w=1000&auto=compress&rect=0%2C0%2C2160%2C1080&s=4c3808d25fc75599bffc47fd0bb7f1fb,"Start feeling happier and healthier with this relaxing, body-strengthening yoga session in DreamBank�s inspiring space! This combination is designed to help you achieve a renewed attitude of mindfulness and gratitude. Yoga newbie? No worries. We�ll teach you the basics and provide a yoga mat.","Fri, October 11, 2019, 12:00 PM – 1:00 PM CDT, ",Madison Classes,"DreamBank - American Family Insurance , 821 East Washington Avenue , Madison, WI 53703 , ", DreamBank at Spark
